"station_id","stationname","date","daytype","rides","date_ymd","month","month_char","year","day","day_of_week"
40890,"O'Hare Airport","06/01/2018","W",13254,2018-06-01,6,"Jun",2018,1,"Friday"
40890,"O'Hare Airport","04/25/2018","W",10580,2018-04-25,4,"Apr",2018,25,"Wednesday"
40890,"O'Hare Airport","06/19/2018","W",11218,2018-06-19,6,"Jun",2018,19,"Tuesday"
40890,"O'Hare Airport","04/02/2018","W",10453,2018-04-02,4,"Apr",2018,2,"Monday"
40890,"O'Hare Airport","05/19/2018","A",9938,2018-05-19,5,"May",2018,19,"Saturday"
40890,"O'Hare Airport","05/01/2018","W",10199,2018-05-01,5,"May",2018,1,"Tuesday"
40890,"O'Hare Airport","04/27/2018","W",12837,2018-04-27,4,"Apr",2018,27,"Friday"
40890,"O'Hare Airport","04/14/2018","A",8719,2018-04-14,4,"Apr",2018,14,"Saturday"
40890,"O'Hare Airport","05/23/2018","W",12205,2018-05-23,5,"May",2018,23,"Wednesday"
40890,"O'Hare Airport","05/11/2018","W",12947,2018-05-11,5,"May",2018,11,"Friday"
40890,"O'Hare Airport","06/12/2018","W",11582,2018-06-12,6,"Jun",2018,12,"Tuesday"
40890,"O'Hare Airport","06/29/2018","W",14387,2018-06-29,6,"Jun",2018,29,"Friday"
40890,"O'Hare Airport","06/06/2018","W",12245,2018-06-06,6,"Jun",2018,6,"Wednesday"
40890,"O'Hare Airport","04/08/2018","U",8961,2018-04-08,4,"Apr",2018,8,"Sunday"
40890,"O'Hare Airport","04/09/2018","W",10397,2018-04-09,4,"Apr",2018,9,"Monday"
40890,"O'Hare Airport","06/13/2018","W",11666,2018-06-13,6,"Jun",2018,13,"Wednesday"
40890,"O'Hare Airport","04/26/2018","W",11881,2018-04-26,4,"Apr",2018,26,"Thursday"
40890,"O'Hare Airport","06/08/2018","W",14452,2018-06-08,6,"Jun",2018,8,"Friday"
40890,"O'Hare Airport","04/06/2018","W",10945,2018-04-06,4,"Apr",2018,6,"Friday"
40890,"O'Hare Airport","05/04/2018","W",12727,2018-05-04,5,"May",2018,4,"Friday"
40890,"O'Hare Airport","05/14/2018","W",11239,2018-05-14,5,"May",2018,14,"Monday"
40890,"O'Hare Airport","06/25/2018","W",12554,2018-06-25,6,"Jun",2018,25,"Monday"
40890,"O'Hare Airport","04/11/2018","W",10221,2018-04-11,4,"Apr",2018,11,"Wednesday"
40890,"O'Hare Airport","04/17/2018","W",10287,2018-04-17,4,"Apr",2018,17,"Tuesday"
40890,"O'Hare Airport","06/22/2018","W",13404,2018-06-22,6,"Jun",2018,22,"Friday"
40890,"O'Hare Airport","05/07/2018","W",12437,2018-05-07,5,"May",2018,7,"Monday"
40890,"O'Hare Airport","05/30/2018","W",10096,2018-05-30,5,"May",2018,30,"Wednesday"
40890,"O'Hare Airport","04/28/2018","A",9490,2018-04-28,4,"Apr",2018,28,"Saturday"
40890,"O'Hare Airport","06/03/2018","U",11299,2018-06-03,6,"Jun",2018,3,"Sunday"
40890,"O'Hare Airport","06/09/2018","A",10123,2018-06-09,6,"Jun",2018,9,"Saturday"
40890,"O'Hare Airport","04/30/2018","W",11995,2018-04-30,4,"Apr",2018,30,"Monday"
40890,"O'Hare Airport","05/25/2018","W",14486,2018-05-25,5,"May",2018,25,"Friday"
40890,"O'Hare Airport","05/29/2018","W",12318,2018-05-29,5,"May",2018,29,"Tuesday"
40890,"O'Hare Airport","06/28/2018","W",13427,2018-06-28,6,"Jun",2018,28,"Thursday"
40890,"O'Hare Airport","06/24/2018","U",11812,2018-06-24,6,"Jun",2018,24,"Sunday"
40890,"O'Hare Airport","05/12/2018","A",9557,2018-05-12,5,"May",2018,12,"Saturday"
40890,"O'Hare Airport","05/24/2018","W",13246,2018-05-24,5,"May",2018,24,"Thursday"
40890,"O'Hare Airport","05/28/2018","U",13242,2018-05-28,5,"May",2018,28,"Monday"
40890,"O'Hare Airport","05/02/2018","W",9138,2018-05-02,5,"May",2018,2,"Wednesday"
40890,"O'Hare Airport","04/07/2018","A",8073,2018-04-07,4,"Apr",2018,7,"Saturday"
40890,"O'Hare Airport","06/14/2018","W",12583,2018-06-14,6,"Jun",2018,14,"Thursday"
40890,"O'Hare Airport","04/15/2018","U",9336,2018-04-15,4,"Apr",2018,15,"Sunday"
40890,"O'Hare Airport","04/04/2018","W",10347,2018-04-04,4,"Apr",2018,4,"Wednesday"
40890,"O'Hare Airport","04/12/2018","W",11322,2018-04-12,4,"Apr",2018,12,"Thursday"
40890,"O'Hare Airport","06/04/2018","W",11867,2018-06-04,6,"Jun",2018,4,"Monday"
40890,"O'Hare Airport","04/20/2018","W",12285,2018-04-20,4,"Apr",2018,20,"Friday"
40890,"O'Hare Airport","05/05/2018","A",9393,2018-05-05,5,"May",2018,5,"Saturday"
40890,"O'Hare Airport","05/10/2018","W",13104,2018-05-10,5,"May",2018,10,"Thursday"
40890,"O'Hare Airport","06/17/2018","U",11537,2018-06-17,6,"Jun",2018,17,"Sunday"
40890,"O'Hare Airport","06/21/2018","W",11981,2018-06-21,6,"Jun",2018,21,"Thursday"
40890,"O'Hare Airport","06/30/2018","A",9859,2018-06-30,6,"Jun",2018,30,"Saturday"
40890,"O'Hare Airport","05/17/2018","W",12886,2018-05-17,5,"May",2018,17,"Thursday"
40890,"O'Hare Airport","05/20/2018","U",10914,2018-05-20,5,"May",2018,20,"Sunday"
40890,"O'Hare Airport","04/22/2018","U",10393,2018-04-22,4,"Apr",2018,22,"Sunday"
40890,"O'Hare Airport","06/05/2018","W",12002,2018-06-05,6,"Jun",2018,5,"Tuesday"
40890,"O'Hare Airport","05/09/2018","W",10522,2018-05-09,5,"May",2018,9,"Wednesday"
40890,"O'Hare Airport","06/07/2018","W",13857,2018-06-07,6,"Jun",2018,7,"Thursday"
40890,"O'Hare Airport","06/11/2018","W",12978,2018-06-11,6,"Jun",2018,11,"Monday"
40890,"O'Hare Airport","04/16/2018","W",10616,2018-04-16,4,"Apr",2018,16,"Monday"
40890,"O'Hare Airport","05/08/2018","W",11207,2018-05-08,5,"May",2018,8,"Tuesday"
40890,"O'Hare Airport","05/06/2018","U",10924,2018-05-06,5,"May",2018,6,"Sunday"
40890,"O'Hare Airport","05/26/2018","A",11585,2018-05-26,5,"May",2018,26,"Saturday"
40890,"O'Hare Airport","05/16/2018","W",11581,2018-05-16,5,"May",2018,16,"Wednesday"
40890,"O'Hare Airport","06/23/2018","A",10358,2018-06-23,6,"Jun",2018,23,"Saturday"
40890,"O'Hare Airport","04/23/2018","W",11328,2018-04-23,4,"Apr",2018,23,"Monday"
40890,"O'Hare Airport","05/18/2018","W",13898,2018-05-18,5,"May",2018,18,"Friday"
40890,"O'Hare Airport","04/01/2018","U",9382,2018-04-01,4,"Apr",2018,1,"Sunday"
40890,"O'Hare Airport","06/27/2018","W",12563,2018-06-27,6,"Jun",2018,27,"Wednesday"
40890,"O'Hare Airport","05/27/2018","U",9580,2018-05-27,5,"May",2018,27,"Sunday"
40890,"O'Hare Airport","04/05/2018","W",11084,2018-04-05,4,"Apr",2018,5,"Thursday"
40890,"O'Hare Airport","05/15/2018","W",12154,2018-05-15,5,"May",2018,15,"Tuesday"
40890,"O'Hare Airport","05/13/2018","U",11514,2018-05-13,5,"May",2018,13,"Sunday"
40890,"O'Hare Airport","05/21/2018","W",12303,2018-05-21,5,"May",2018,21,"Monday"
40890,"O'Hare Airport","06/16/2018","A",9831,2018-06-16,6,"Jun",2018,16,"Saturday"
40890,"O'Hare Airport","04/18/2018","W",10067,2018-04-18,4,"Apr",2018,18,"Wednesday"
40890,"O'Hare Airport","04/24/2018","W",10391,2018-04-24,4,"Apr",2018,24,"Tuesday"
40890,"O'Hare Airport","05/31/2018","W",12516,2018-05-31,5,"May",2018,31,"Thursday"
40890,"O'Hare Airport","06/20/2018","W",12786,2018-06-20,6,"Jun",2018,20,"Wednesday"
40890,"O'Hare Airport","04/21/2018","A",8650,2018-04-21,4,"Apr",2018,21,"Saturday"
40890,"O'Hare Airport","07/01/2018","U",9817,2018-07-01,7,"Jul",2018,1,"Sunday"
40890,"O'Hare Airport","07/02/2018","W",11769,2018-07-02,7,"Jul",2018,2,"Monday"
40890,"O'Hare Airport","07/03/2018","W",11178,2018-07-03,7,"Jul",2018,3,"Tuesday"
40890,"O'Hare Airport","07/04/2018","U",10597,2018-07-04,7,"Jul",2018,4,"Wednesday"
40890,"O'Hare Airport","07/05/2018","W",11408,2018-07-05,7,"Jul",2018,5,"Thursday"
40890,"O'Hare Airport","07/06/2018","W",12861,2018-07-06,7,"Jul",2018,6,"Friday"
40890,"O'Hare Airport","07/07/2018","A",10041,2018-07-07,7,"Jul",2018,7,"Saturday"
40890,"O'Hare Airport","07/08/2018","U",12604,2018-07-08,7,"Jul",2018,8,"Sunday"
40890,"O'Hare Airport","07/09/2018","W",12776,2018-07-09,7,"Jul",2018,9,"Monday"
40890,"O'Hare Airport","07/10/2018","W",11332,2018-07-10,7,"Jul",2018,10,"Tuesday"
40890,"O'Hare Airport","07/11/2018","W",12306,2018-07-11,7,"Jul",2018,11,"Wednesday"
40890,"O'Hare Airport","07/12/2018","W",13371,2018-07-12,7,"Jul",2018,12,"Thursday"
40890,"O'Hare Airport","07/13/2018","W",15008,2018-07-13,7,"Jul",2018,13,"Friday"
40890,"O'Hare Airport","07/14/2018","A",10332,2018-07-14,7,"Jul",2018,14,"Saturday"
40890,"O'Hare Airport","07/15/2018","U",12180,2018-07-15,7,"Jul",2018,15,"Sunday"
40890,"O'Hare Airport","07/16/2018","W",11811,2018-07-16,7,"Jul",2018,16,"Monday"
40890,"O'Hare Airport","07/17/2018","W",11375,2018-07-17,7,"Jul",2018,17,"Tuesday"
40890,"O'Hare Airport","07/18/2018","W",12589,2018-07-18,7,"Jul",2018,18,"Wednesday"
40890,"O'Hare Airport","07/19/2018","W",15141,2018-07-19,7,"Jul",2018,19,"Thursday"
40890,"O'Hare Airport","07/20/2018","W",15372,2018-07-20,7,"Jul",2018,20,"Friday"
40890,"O'Hare Airport","07/21/2018","A",10589,2018-07-21,7,"Jul",2018,21,"Saturday"
40890,"O'Hare Airport","07/22/2018","U",11636,2018-07-22,7,"Jul",2018,22,"Sunday"
40890,"O'Hare Airport","07/23/2018","W",12752,2018-07-23,7,"Jul",2018,23,"Monday"
40890,"O'Hare Airport","07/24/2018","W",12078,2018-07-24,7,"Jul",2018,24,"Tuesday"
40890,"O'Hare Airport","07/25/2018","W",11948,2018-07-25,7,"Jul",2018,25,"Wednesday"
40890,"O'Hare Airport","07/26/2018","W",13551,2018-07-26,7,"Jul",2018,26,"Thursday"
40890,"O'Hare Airport","07/27/2018","W",14128,2018-07-27,7,"Jul",2018,27,"Friday"
40890,"O'Hare Airport","07/28/2018","A",10353,2018-07-28,7,"Jul",2018,28,"Saturday"
40890,"O'Hare Airport","07/29/2018","U",11943,2018-07-29,7,"Jul",2018,29,"Sunday"
40890,"O'Hare Airport","07/30/2018","W",12585,2018-07-30,7,"Jul",2018,30,"Monday"
40890,"O'Hare Airport","07/31/2018","W",11747,2018-07-31,7,"Jul",2018,31,"Tuesday"
40890,"O'Hare Airport","08/01/2018","W",13193,2018-08-01,8,"Aug",2018,1,"Wednesday"
40890,"O'Hare Airport","08/02/2018","W",14426,2018-08-02,8,"Aug",2018,2,"Thursday"
40890,"O'Hare Airport","08/03/2018","W",14303,2018-08-03,8,"Aug",2018,3,"Friday"
40890,"O'Hare Airport","08/04/2018","A",10278,2018-08-04,8,"Aug",2018,4,"Saturday"
40890,"O'Hare Airport","08/05/2018","U",11601,2018-08-05,8,"Aug",2018,5,"Sunday"
40890,"O'Hare Airport","08/06/2018","W",12180,2018-08-06,8,"Aug",2018,6,"Monday"
40890,"O'Hare Airport","08/07/2018","W",10955,2018-08-07,8,"Aug",2018,7,"Tuesday"
40890,"O'Hare Airport","08/08/2018","W",12142,2018-08-08,8,"Aug",2018,8,"Wednesday"
40890,"O'Hare Airport","08/09/2018","W",14127,2018-08-09,8,"Aug",2018,9,"Thursday"
40890,"O'Hare Airport","08/10/2018","W",16095,2018-08-10,8,"Aug",2018,10,"Friday"
40890,"O'Hare Airport","08/11/2018","A",10294,2018-08-11,8,"Aug",2018,11,"Saturday"
40890,"O'Hare Airport","08/12/2018","U",11711,2018-08-12,8,"Aug",2018,12,"Sunday"
40890,"O'Hare Airport","08/13/2018","W",11254,2018-08-13,8,"Aug",2018,13,"Monday"
40890,"O'Hare Airport","08/14/2018","W",11777,2018-08-14,8,"Aug",2018,14,"Tuesday"
40890,"O'Hare Airport","08/15/2018","W",11586,2018-08-15,8,"Aug",2018,15,"Wednesday"
40890,"O'Hare Airport","08/16/2018","W",12983,2018-08-16,8,"Aug",2018,16,"Thursday"
40890,"O'Hare Airport","08/17/2018","W",14455,2018-08-17,8,"Aug",2018,17,"Friday"
40890,"O'Hare Airport","08/18/2018","A",10845,2018-08-18,8,"Aug",2018,18,"Saturday"
40890,"O'Hare Airport","08/19/2018","U",11728,2018-08-19,8,"Aug",2018,19,"Sunday"
40890,"O'Hare Airport","08/20/2018","W",11348,2018-08-20,8,"Aug",2018,20,"Monday"
40890,"O'Hare Airport","08/21/2018","W",12391,2018-08-21,8,"Aug",2018,21,"Tuesday"
40890,"O'Hare Airport","08/22/2018","W",11559,2018-08-22,8,"Aug",2018,22,"Wednesday"
40890,"O'Hare Airport","08/23/2018","W",13872,2018-08-23,8,"Aug",2018,23,"Thursday"
40890,"O'Hare Airport","08/24/2018","W",13737,2018-08-24,8,"Aug",2018,24,"Friday"
40890,"O'Hare Airport","08/25/2018","A",10026,2018-08-25,8,"Aug",2018,25,"Saturday"
40890,"O'Hare Airport","08/26/2018","U",11728,2018-08-26,8,"Aug",2018,26,"Sunday"
40890,"O'Hare Airport","08/27/2018","W",12362,2018-08-27,8,"Aug",2018,27,"Monday"
40890,"O'Hare Airport","08/28/2018","W",9898,2018-08-28,8,"Aug",2018,28,"Tuesday"
40890,"O'Hare Airport","08/29/2018","W",11377,2018-08-29,8,"Aug",2018,29,"Wednesday"
40890,"O'Hare Airport","08/30/2018","W",13053,2018-08-30,8,"Aug",2018,30,"Thursday"
40890,"O'Hare Airport","08/31/2018","W",15265,2018-08-31,8,"Aug",2018,31,"Friday"
