"X.station_id.","X.stationname.","X.date.","X.daytype.","X.rides.","X.date_ymd.","X.month.","X.month_char.","X.year.","X.day.","X.day_of_week."
40350,"""UIC-Halsted""","""02/08/2018""","""W""",7342,"2018-02-08",2,"""Feb""",2018,8,"""Thursday"""
40350,"""UIC-Halsted""","""02/19/2018""","""W""",6488,"2018-02-19",2,"""Feb""",2018,19,"""Monday"""
40350,"""UIC-Halsted""","""03/29/2018""","""W""",3085,"2018-03-29",3,"""Mar""",2018,29,"""Thursday"""
40350,"""UIC-Halsted""","""01/15/2018""","""W""",2004,"2018-01-15",1,"""Jan""",2018,15,"""Monday"""
40350,"""UIC-Halsted""","""03/22/2018""","""W""",7000,"2018-03-22",3,"""Mar""",2018,22,"""Thursday"""
40350,"""UIC-Halsted""","""01/13/2018""","""A""",1361,"2018-01-13",1,"""Jan""",2018,13,"""Saturday"""
40350,"""UIC-Halsted""","""01/30/2018""","""W""",7324,"2018-01-30",1,"""Jan""",2018,30,"""Tuesday"""
40350,"""UIC-Halsted""","""02/07/2018""","""W""",7438,"2018-02-07",2,"""Feb""",2018,7,"""Wednesday"""
40350,"""UIC-Halsted""","""01/16/2018""","""W""",7476,"2018-01-16",1,"""Jan""",2018,16,"""Tuesday"""
40350,"""UIC-Halsted""","""02/15/2018""","""W""",7412,"2018-02-15",2,"""Feb""",2018,15,"""Thursday"""
40350,"""UIC-Halsted""","""03/21/2018""","""W""",7270,"2018-03-21",3,"""Mar""",2018,21,"""Wednesday"""
40350,"""UIC-Halsted""","""01/07/2018""","""U""",763,"2018-01-07",1,"""Jan""",2018,7,"""Sunday"""
40350,"""UIC-Halsted""","""03/05/2018""","""W""",7054,"2018-03-05",3,"""Mar""",2018,5,"""Monday"""
40350,"""UIC-Halsted""","""03/03/2018""","""A""",1978,"2018-03-03",3,"""Mar""",2018,3,"""Saturday"""
40350,"""UIC-Halsted""","""03/31/2018""","""A""",1399,"2018-03-31",3,"""Mar""",2018,31,"""Saturday"""
40350,"""UIC-Halsted""","""02/01/2018""","""W""",7382,"2018-02-01",2,"""Feb""",2018,1,"""Thursday"""
40350,"""UIC-Halsted""","""01/21/2018""","""U""",1293,"2018-01-21",1,"""Jan""",2018,21,"""Sunday"""
40350,"""UIC-Halsted""","""02/22/2018""","""W""",7328,"2018-02-22",2,"""Feb""",2018,22,"""Thursday"""
40350,"""UIC-Halsted""","""02/14/2018""","""W""",7881,"2018-02-14",2,"""Feb""",2018,14,"""Wednesday"""
40350,"""UIC-Halsted""","""03/15/2018""","""W""",7326,"2018-03-15",3,"""Mar""",2018,15,"""Thursday"""
40350,"""UIC-Halsted""","""03/14/2018""","""W""",7550,"2018-03-14",3,"""Mar""",2018,14,"""Wednesday"""
40350,"""UIC-Halsted""","""02/26/2018""","""W""",7193,"2018-02-26",2,"""Feb""",2018,26,"""Monday"""
40350,"""UIC-Halsted""","""01/26/2018""","""W""",7355,"2018-01-26",1,"""Jan""",2018,26,"""Friday"""
40350,"""UIC-Halsted""","""01/23/2018""","""W""",7508,"2018-01-23",1,"""Jan""",2018,23,"""Tuesday"""
40350,"""UIC-Halsted""","""02/25/2018""","""U""",1468,"2018-02-25",2,"""Feb""",2018,25,"""Sunday"""
40350,"""UIC-Halsted""","""02/12/2018""","""W""",7328,"2018-02-12",2,"""Feb""",2018,12,"""Monday"""
40350,"""UIC-Halsted""","""02/10/2018""","""A""",1861,"2018-02-10",2,"""Feb""",2018,10,"""Saturday"""
40350,"""UIC-Halsted""","""03/02/2018""","""W""",6799,"2018-03-02",3,"""Mar""",2018,2,"""Friday"""
40350,"""UIC-Halsted""","""01/09/2018""","""W""",3019,"2018-01-09",1,"""Jan""",2018,9,"""Tuesday"""
40350,"""UIC-Halsted""","""03/13/2018""","""W""",7299,"2018-03-13",3,"""Mar""",2018,13,"""Tuesday"""
40350,"""UIC-Halsted""","""02/17/2018""","""A""",1976,"2018-02-17",2,"""Feb""",2018,17,"""Saturday"""
40350,"""UIC-Halsted""","""02/27/2018""","""W""",7262,"2018-02-27",2,"""Feb""",2018,27,"""Tuesday"""
40350,"""UIC-Halsted""","""01/12/2018""","""W""",2845,"2018-01-12",1,"""Jan""",2018,12,"""Friday"""
40350,"""UIC-Halsted""","""02/23/2018""","""W""",7036,"2018-02-23",2,"""Feb""",2018,23,"""Friday"""
40350,"""UIC-Halsted""","""01/28/2018""","""U""",1276,"2018-01-28",1,"""Jan""",2018,28,"""Sunday"""
40350,"""UIC-Halsted""","""01/31/2018""","""W""",7657,"2018-01-31",1,"""Jan""",2018,31,"""Wednesday"""
40350,"""UIC-Halsted""","""01/29/2018""","""W""",7366,"2018-01-29",1,"""Jan""",2018,29,"""Monday"""
40350,"""UIC-Halsted""","""01/19/2018""","""W""",7238,"2018-01-19",1,"""Jan""",2018,19,"""Friday"""
40350,"""UIC-Halsted""","""01/04/2018""","""W""",2293,"2018-01-04",1,"""Jan""",2018,4,"""Thursday"""
40350,"""UIC-Halsted""","""03/24/2018""","""A""",1921,"2018-03-24",3,"""Mar""",2018,24,"""Saturday"""
40350,"""UIC-Halsted""","""01/02/2018""","""W""",1936,"2018-01-02",1,"""Jan""",2018,2,"""Tuesday"""
40350,"""UIC-Halsted""","""01/27/2018""","""A""",2073,"2018-01-27",1,"""Jan""",2018,27,"""Saturday"""
40350,"""UIC-Halsted""","""01/05/2018""","""W""",2209,"2018-01-05",1,"""Jan""",2018,5,"""Friday"""
40350,"""UIC-Halsted""","""01/17/2018""","""W""",7635,"2018-01-17",1,"""Jan""",2018,17,"""Wednesday"""
40350,"""UIC-Halsted""","""03/26/2018""","""W""",3007,"2018-03-26",3,"""Mar""",2018,26,"""Monday"""
40350,"""UIC-Halsted""","""02/11/2018""","""U""",1231,"2018-02-11",2,"""Feb""",2018,11,"""Sunday"""
40350,"""UIC-Halsted""","""03/16/2018""","""W""",7166,"2018-03-16",3,"""Mar""",2018,16,"""Friday"""
40350,"""UIC-Halsted""","""03/06/2018""","""W""",7222,"2018-03-06",3,"""Mar""",2018,6,"""Tuesday"""
40350,"""UIC-Halsted""","""01/24/2018""","""W""",7619,"2018-01-24",1,"""Jan""",2018,24,"""Wednesday"""
40350,"""UIC-Halsted""","""01/01/2018""","""U""",657,"2018-01-01",1,"""Jan""",2018,1,"""Monday"""
40350,"""UIC-Halsted""","""01/06/2018""","""A""",998,"2018-01-06",1,"""Jan""",2018,6,"""Saturday"""
40350,"""UIC-Halsted""","""02/16/2018""","""W""",7284,"2018-02-16",2,"""Feb""",2018,16,"""Friday"""
40350,"""UIC-Halsted""","""02/06/2018""","""W""",7290,"2018-02-06",2,"""Feb""",2018,6,"""Tuesday"""
40350,"""UIC-Halsted""","""01/11/2018""","""W""",3024,"2018-01-11",1,"""Jan""",2018,11,"""Thursday"""
40350,"""UIC-Halsted""","""04/25/2018""","""W""",7331,"2018-04-25",4,"""Apr""",2018,25,"""Wednesday"""
40350,"""UIC-Halsted""","""05/20/2018""","""U""",1094,"2018-05-20",5,"""May""",2018,20,"""Sunday"""
40350,"""UIC-Halsted""","""06/04/2018""","""W""",3195,"2018-06-04",6,"""Jun""",2018,4,"""Monday"""
40350,"""UIC-Halsted""","""04/11/2018""","""W""",7308,"2018-04-11",4,"""Apr""",2018,11,"""Wednesday"""
40350,"""UIC-Halsted""","""04/12/2018""","""W""",7150,"2018-04-12",4,"""Apr""",2018,12,"""Thursday"""
40350,"""UIC-Halsted""","""06/21/2018""","""W""",3480,"2018-06-21",6,"""Jun""",2018,21,"""Thursday"""
40350,"""UIC-Halsted""","""05/18/2018""","""W""",3089,"2018-05-18",5,"""May""",2018,18,"""Friday"""
40350,"""UIC-Halsted""","""04/24/2018""","""W""",7052,"2018-04-24",4,"""Apr""",2018,24,"""Tuesday"""
40350,"""UIC-Halsted""","""04/06/2018""","""W""",6692,"2018-04-06",4,"""Apr""",2018,6,"""Friday"""
40350,"""UIC-Halsted""","""06/27/2018""","""W""",3990,"2018-06-27",6,"""Jun""",2018,27,"""Wednesday"""
40350,"""UIC-Halsted""","""06/08/2018""","""W""",3605,"2018-06-08",6,"""Jun""",2018,8,"""Friday"""
40350,"""UIC-Halsted""","""04/04/2018""","""W""",7153,"2018-04-04",4,"""Apr""",2018,4,"""Wednesday"""
40350,"""UIC-Halsted""","""06/20/2018""","""W""",3986,"2018-06-20",6,"""Jun""",2018,20,"""Wednesday"""
40350,"""UIC-Halsted""","""06/11/2018""","""W""",3310,"2018-06-11",6,"""Jun""",2018,11,"""Monday"""
40350,"""UIC-Halsted""","""04/14/2018""","""A""",1999,"2018-04-14",4,"""Apr""",2018,14,"""Saturday"""
40350,"""UIC-Halsted""","""04/08/2018""","""U""",1391,"2018-04-08",4,"""Apr""",2018,8,"""Sunday"""
40350,"""UIC-Halsted""","""04/16/2018""","""W""",6789,"2018-04-16",4,"""Apr""",2018,16,"""Monday"""
40350,"""UIC-Halsted""","""06/15/2018""","""W""",3401,"2018-06-15",6,"""Jun""",2018,15,"""Friday"""
40350,"""UIC-Halsted""","""06/22/2018""","""W""",3429,"2018-06-22",6,"""Jun""",2018,22,"""Friday"""
40350,"""UIC-Halsted""","""06/09/2018""","""A""",1837,"2018-06-09",6,"""Jun""",2018,9,"""Saturday"""
40350,"""UIC-Halsted""","""06/12/2018""","""W""",3688,"2018-06-12",6,"""Jun""",2018,12,"""Tuesday"""
40350,"""UIC-Halsted""","""05/11/2018""","""W""",5355,"2018-05-11",5,"""May""",2018,11,"""Friday"""
40350,"""UIC-Halsted""","""05/10/2018""","""W""",5448,"2018-05-10",5,"""May""",2018,10,"""Thursday"""
40350,"""UIC-Halsted""","""05/29/2018""","""W""",3224,"2018-05-29",5,"""May""",2018,29,"""Tuesday"""
40350,"""UIC-Halsted""","""06/02/2018""","""A""",1499,"2018-06-02",6,"""Jun""",2018,2,"""Saturday"""
40350,"""UIC-Halsted""","""05/21/2018""","""W""",3177,"2018-05-21",5,"""May""",2018,21,"""Monday"""
40350,"""UIC-Halsted""","""04/05/2018""","""W""",6915,"2018-04-05",4,"""Apr""",2018,5,"""Thursday"""
40350,"""UIC-Halsted""","""04/26/2018""","""W""",7155,"2018-04-26",4,"""Apr""",2018,26,"""Thursday"""
40350,"""UIC-Halsted""","""06/03/2018""","""U""",1177,"2018-06-03",6,"""Jun""",2018,3,"""Sunday"""
40350,"""UIC-Halsted""","""06/19/2018""","""W""",3849,"2018-06-19",6,"""Jun""",2018,19,"""Tuesday"""
40350,"""UIC-Halsted""","""04/19/2018""","""W""",7158,"2018-04-19",4,"""Apr""",2018,19,"""Thursday"""
40350,"""UIC-Halsted""","""05/31/2018""","""W""",3466,"2018-05-31",5,"""May""",2018,31,"""Thursday"""
40350,"""UIC-Halsted""","""04/22/2018""","""U""",1398,"2018-04-22",4,"""Apr""",2018,22,"""Sunday"""
40350,"""UIC-Halsted""","""05/27/2018""","""U""",1200,"2018-05-27",5,"""May""",2018,27,"""Sunday"""
40350,"""UIC-Halsted""","""06/14/2018""","""W""",3670,"2018-06-14",6,"""Jun""",2018,14,"""Thursday"""
40350,"""UIC-Halsted""","""04/07/2018""","""A""",2087,"2018-04-07",4,"""Apr""",2018,7,"""Saturday"""
40350,"""UIC-Halsted""","""06/24/2018""","""U""",1414,"2018-06-24",6,"""Jun""",2018,24,"""Sunday"""
40350,"""UIC-Halsted""","""06/06/2018""","""W""",3409,"2018-06-06",6,"""Jun""",2018,6,"""Wednesday"""
40350,"""UIC-Halsted""","""05/14/2018""","""W""",3284,"2018-05-14",5,"""May""",2018,14,"""Monday"""
40350,"""UIC-Halsted""","""05/07/2018""","""W""",5458,"2018-05-07",5,"""May""",2018,7,"""Monday"""
40350,"""UIC-Halsted""","""06/30/2018""","""A""",1555,"2018-06-30",6,"""Jun""",2018,30,"""Saturday"""
40350,"""UIC-Halsted""","""04/20/2018""","""W""",6814,"2018-04-20",4,"""Apr""",2018,20,"""Friday"""
40350,"""UIC-Halsted""","""04/15/2018""","""U""",1224,"2018-04-15",4,"""Apr""",2018,15,"""Sunday"""
40350,"""UIC-Halsted""","""05/04/2018""","""W""",6815,"2018-05-04",5,"""May""",2018,4,"""Friday"""
40350,"""UIC-Halsted""","""05/12/2018""","""A""",1697,"2018-05-12",5,"""May""",2018,12,"""Saturday"""
40350,"""UIC-Halsted""","""04/21/2018""","""A""",1945,"2018-04-21",4,"""Apr""",2018,21,"""Saturday"""
40350,"""UIC-Halsted""","""05/13/2018""","""U""",1281,"2018-05-13",5,"""May""",2018,13,"""Sunday"""
40350,"""UIC-Halsted""","""06/07/2018""","""W""",3484,"2018-06-07",6,"""Jun""",2018,7,"""Thursday"""
40350,"""UIC-Halsted""","""05/09/2018""","""W""",5746,"2018-05-09",5,"""May""",2018,9,"""Wednesday"""
40350,"""UIC-Halsted""","""04/09/2018""","""W""",6808,"2018-04-09",4,"""Apr""",2018,9,"""Monday"""
40350,"""UIC-Halsted""","""05/06/2018""","""U""",1494,"2018-05-06",5,"""May""",2018,6,"""Sunday"""
40350,"""UIC-Halsted""","""06/01/2018""","""W""",3299,"2018-06-01",6,"""Jun""",2018,1,"""Friday"""
40350,"""UIC-Halsted""","""06/29/2018""","""W""",3668,"2018-06-29",6,"""Jun""",2018,29,"""Friday"""
40350,"""UIC-Halsted""","""06/26/2018""","""W""",3805,"2018-06-26",6,"""Jun""",2018,26,"""Tuesday"""
40350,"""UIC-Halsted""","""06/18/2018""","""W""",3424,"2018-06-18",6,"""Jun""",2018,18,"""Monday"""
40350,"""UIC-Halsted""","""05/17/2018""","""W""",3311,"2018-05-17",5,"""May""",2018,17,"""Thursday"""
40350,"""UIC-Halsted""","""05/05/2018""","""A""",2132,"2018-05-05",5,"""May""",2018,5,"""Saturday"""
40350,"""UIC-Halsted""","""04/18/2018""","""W""",7326,"2018-04-18",4,"""Apr""",2018,18,"""Wednesday"""
40350,"""UIC-Halsted""","""06/16/2018""","""A""",1666,"2018-06-16",6,"""Jun""",2018,16,"""Saturday"""
40350,"""UIC-Halsted""","""05/25/2018""","""W""",3226,"2018-05-25",5,"""May""",2018,25,"""Friday"""
40350,"""UIC-Halsted""","""06/25/2018""","""W""",3638,"2018-06-25",6,"""Jun""",2018,25,"""Monday"""
40350,"""UIC-Halsted""","""05/08/2018""","""W""",5311,"2018-05-08",5,"""May""",2018,8,"""Tuesday"""
40350,"""UIC-Halsted""","""04/03/2018""","""W""",6800,"2018-04-03",4,"""Apr""",2018,3,"""Tuesday"""
40350,"""UIC-Halsted""","""06/28/2018""","""W""",3938,"2018-06-28",6,"""Jun""",2018,28,"""Thursday"""
40350,"""UIC-Halsted""","""05/03/2018""","""W""",6718,"2018-05-03",5,"""May""",2018,3,"""Thursday"""
40350,"""UIC-Halsted""","""06/10/2018""","""U""",1138,"2018-06-10",6,"""Jun""",2018,10,"""Sunday"""
40350,"""UIC-Halsted""","""05/22/2018""","""W""",3446,"2018-05-22",5,"""May""",2018,22,"""Tuesday"""
40350,"""UIC-Halsted""","""04/02/2018""","""W""",6749,"2018-04-02",4,"""Apr""",2018,2,"""Monday"""
40350,"""UIC-Halsted""","""05/30/2018""","""W""",3237,"2018-05-30",5,"""May""",2018,30,"""Wednesday"""
40350,"""UIC-Halsted""","""04/23/2018""","""W""",6887,"2018-04-23",4,"""Apr""",2018,23,"""Monday"""
40350,"""UIC-Halsted""","""04/17/2018""","""W""",7098,"2018-04-17",4,"""Apr""",2018,17,"""Tuesday"""
40350,"""UIC-Halsted""","""04/01/2018""","""U""",1075,"2018-04-01",4,"""Apr""",2018,1,"""Sunday"""
40350,"""UIC-Halsted""","""05/19/2018""","""A""",1442,"2018-05-19",5,"""May""",2018,19,"""Saturday"""
40350,"""UIC-Halsted""","""04/10/2018""","""W""",7105,"2018-04-10",4,"""Apr""",2018,10,"""Tuesday"""
40350,"""UIC-Halsted""","""04/13/2018""","""W""",6840,"2018-04-13",4,"""Apr""",2018,13,"""Friday"""
40350,"""UIC-Halsted""","""05/28/2018""","""U""",1048,"2018-05-28",5,"""May""",2018,28,"""Monday"""
40350,"""UIC-Halsted""","""04/30/2018""","""W""",7057,"2018-04-30",4,"""Apr""",2018,30,"""Monday"""
40350,"""UIC-Halsted""","""04/27/2018""","""W""",6748,"2018-04-27",4,"""Apr""",2018,27,"""Friday"""
40350,"""UIC-Halsted""","""05/26/2018""","""A""",1570,"2018-05-26",5,"""May""",2018,26,"""Saturday"""
40350,"""UIC-Halsted""","""04/28/2018""","""A""",2069,"2018-04-28",4,"""Apr""",2018,28,"""Saturday"""
40350,"""UIC-Halsted""","""06/17/2018""","""U""",1271,"2018-06-17",6,"""Jun""",2018,17,"""Sunday"""
40350,"""UIC-Halsted""","""06/05/2018""","""W""",3410,"2018-06-05",6,"""Jun""",2018,5,"""Tuesday"""
40350,"""UIC-Halsted""","""05/16/2018""","""W""",3433,"2018-05-16",5,"""May""",2018,16,"""Wednesday"""
40350,"""UIC-Halsted""","""06/23/2018""","""A""",1557,"2018-06-23",6,"""Jun""",2018,23,"""Saturday"""
40350,"""UIC-Halsted""","""06/13/2018""","""W""",3612,"2018-06-13",6,"""Jun""",2018,13,"""Wednesday"""
40350,"""UIC-Halsted""","""05/23/2018""","""W""",3428,"2018-05-23",5,"""May""",2018,23,"""Wednesday"""
40350,"""UIC-Halsted""","""05/15/2018""","""W""",3609,"2018-05-15",5,"""May""",2018,15,"""Tuesday"""
40350,"""UIC-Halsted""","""05/24/2018""","""W""",3557,"2018-05-24",5,"""May""",2018,24,"""Thursday"""
40350,"""UIC-Halsted""","""05/01/2018""","""W""",7177,"2018-05-01",5,"""May""",2018,1,"""Tuesday"""
40350,"""UIC-Halsted""","""05/02/2018""","""W""",7120,"2018-05-02",5,"""May""",2018,2,"""Wednesday"""
40350,"""UIC-Halsted""","""04/29/2018""","""U""",1576,"2018-04-29",4,"""Apr""",2018,29,"""Sunday"""
40350,"""UIC-Halsted""","""07/01/2018""","""U""",1074,"2018-07-01",7,"""Jul""",2018,1,"""Sunday"""
40350,"""UIC-Halsted""","""07/02/2018""","""W""",3457,"2018-07-02",7,"""Jul""",2018,2,"""Monday"""
40350,"""UIC-Halsted""","""07/03/2018""","""W""",3533,"2018-07-03",7,"""Jul""",2018,3,"""Tuesday"""
40350,"""UIC-Halsted""","""07/04/2018""","""U""",1114,"2018-07-04",7,"""Jul""",2018,4,"""Wednesday"""
40350,"""UIC-Halsted""","""07/05/2018""","""W""",3008,"2018-07-05",7,"""Jul""",2018,5,"""Thursday"""
40350,"""UIC-Halsted""","""07/06/2018""","""W""",3140,"2018-07-06",7,"""Jul""",2018,6,"""Friday"""
40350,"""UIC-Halsted""","""07/07/2018""","""A""",1529,"2018-07-07",7,"""Jul""",2018,7,"""Saturday"""
40350,"""UIC-Halsted""","""07/08/2018""","""U""",1243,"2018-07-08",7,"""Jul""",2018,8,"""Sunday"""
40350,"""UIC-Halsted""","""07/09/2018""","""W""",3706,"2018-07-09",7,"""Jul""",2018,9,"""Monday"""
40350,"""UIC-Halsted""","""07/10/2018""","""W""",3836,"2018-07-10",7,"""Jul""",2018,10,"""Tuesday"""
40350,"""UIC-Halsted""","""07/11/2018""","""W""",4058,"2018-07-11",7,"""Jul""",2018,11,"""Wednesday"""
40350,"""UIC-Halsted""","""07/12/2018""","""W""",3990,"2018-07-12",7,"""Jul""",2018,12,"""Thursday"""
